leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
0,0,0,0,6,9,11184,327,0,0,0,0,0,193532,2,0
0,0,0,0,18,11,11185,327,0,0,0,0,0,190761,3,0
1,0,0,1,7,12,11186,327,0,0,0,0,0,20775,4,0
3,1,0,1,8,16,11187,327,0,0,0,0,2,157301,4,0
0,0,0,0,10,18,11188,327,0,0,0,0,0,196934,3,0
2,0,0,1,9,25,11189,327,0,0,0,0,0,146439,4,0
0,0,0,0,17,28,11190,327,0,0,0,0,0,178416,3,0
0,0,0,0,20,28,11191,327,0,0,0,0,0,193945,3,0
0,0,0,0,88,28,11192,327,0,0,0,0,0,171875,4,0
0,0,0,0,12,28,11193,327,0,0,0,0,0,212225,3,0
0,0,0,0,29,28,11194,327,0,0,0,0,0,143306,3,0
0,0,0,0,99,28,11195,327,0,0,0,0,0,137809,3,0
0,0,0,0,95,28,11196,327,0,0,0,0,0,226777,3,0
0,0,0,0,97,28,11197,327,0,0,0,0,0,235652,3,0
0,0,0,0,22,28,11198,327,0,0,0,0,0,190544,4,0
0,0,0,0,14,28,11199,327,0,0,0,0,0,240908,3,0
0,0,0,0,55,28,11200,327,0,0,0,0,0,191032,3,0
0,0,0,0,13,28,11201,327,0,0,0,0,0,134744,3,0
0,0,0,0,30,29,11202,327,0,0,0,0,0,245370,3,0
0,0,0,0,11,29,11203,327,0,0,0,0,0,188674,3,0
0,0,0,0,33,29,11204,327,0,0,0,0,0,224308,3,0
0,0,0,0,26,29,11205,327,0,0,0,0,0,223717,3,0
0,0,0,0,42,29,11206,327,0,0,0,0,0,245368,3,0
0,0,0,0,43,29,11207,327,0,0,0,0,0,245372,3,0
0,0,0,0,44,29,11208,327,0,0,0,0,0,245369,3,0
0,0,0,0,1,0,11209,436,0,0,0,0,0,186953,2,0
0,0,0,0,47,3,11210,436,0,0,0,0,0,206407,2,0
0,0,0,0,15,4,11211,436,0,0,0,0,0,190196,2,0
1,0,0,1,77,6,11212,436,0,0,0,0,0,205364,2,0
0,0,0,0,88,7,11213,436,0,0,0,0,0,188194,3,0
1,0,0,1,20,9,11214,436,0,0,0,0,1,202934,2,0
0,0,0,0,33,11,11215,436,0,0,0,0,0,190875,3,0
0,0,0,0,97,12,11216,436,0,0,0,0,0,231887,2,0
1,0,0,1,10,16,11217,436,0,0,0,0,0,189491,3,0
0,0,0,0,8,18,11218,436,0,0,0,0,0,143121,4,0
3,1,0,1,7,25,11219,436,0,0,0,0,0,168565,3,0
0,0,0,0,61,28,11220,436,0,0,0,0,0,231777,2,0
0,0,0,0,16,28,11221,436,0,0,0,0,0,225253,3,0
0,0,0,0,27,28,11222,436,0,0,0,0,0,223135,2,0
0,0,0,0,5,28,11223,436,0,0,0,0,0,243549,3,0
0,0,0,0,23,28,11224,436,0,0,0,0,0,198040,3,0
1,0,0,1,17,28,11225,436,1,0,0,0,1,124375,3,0
2,0,0,1,99,28,11226,436,0,0,0,0,2,241771,3,0
0,0,0,0,96,28,11227,436,0,0,0,0,0,226300,3,0
0,0,0,0,72,28,11228,436,0,0,0,0,0,231888,3,0
0,0,0,0,4,28,11229,436,0,0,0,0,0,243244,3,0
0,0,0,0,19,28,11230,436,0,0,0,0,0,245535,3,0
0,0,0,0,9,28,11231,436,0,0,0,0,0,237312,2,0
0,0,0,0,44,29,11232,436,0,0,0,0,0,241785,3,0
0,0,0,0,2,29,11233,436,0,0,0,0,0,199683,3,0
0,0,0,0,95,29,11234,436,0,0,0,0,0,235460,3,0
0,0,0,0,45,29,11235,436,0,0,0,0,0,233955,3,0
0,0,0,0,6,29,11236,436,0,0,0,0,0,234256,3,0
0,0,0,0,91,29,11237,436,0,0,0,0,0,223134,3,0
0,0,0,0,98,29,11238,436,0,0,0,0,0,241688,3,0
0,0,0,0,25,0,11239,741,0,0,0,0,0,178283,3,0
0,0,0,0,30,3,11240,741,0,0,0,0,0,238660,3,0
0,0,0,0,28,4,11241,741,0,0,0,0,0,188038,3,0
2,0,0,1,3,6,11242,741,0,0,0,0,0,185204,3,0
0,0,0,0,75,7,11243,741,0,0,0,0,0,231847,3,0
0,0,0,0,8,9,11244,741,0,0,0,0,0,184944,3,0
0,0,0,0,19,11,11245,741,0,0,0,0,0,181402,3,0
1,0,0,1,11,12,11246,741,0,0,0,0,0,188045,4,0
0,0,0,0,17,16,11247,741,0,0,0,0,0,234129,2,0
1,0,0,1,88,18,11248,741,0,0,0,0,1,177782,4,0
3,1,0,1,39,25,11249,741,1,0,0,0,1,210404,4,0
1,0,0,1,18,28,11250,741,0,0,0,0,0,144010,3,0
0,0,0,0,22,28,11251,741,0,0,0,0,0,229742,3,0
0,0,0,0,26,28,11252,741,0,0,0,0,0,181455,3,0
0,0,0,0,95,28,11253,741,0,0,0,0,0,240333,3,0
0,0,0,0,35,28,11254,741,0,0,0,0,0,205874,3,0
2,0,0,1,66,28,11255,741,1,0,0,0,2,176481,4,0
0,0,0,0,10,28,11256,741,0,0,0,0,0,199946,3,0
0,0,0,0,9,28,11257,741,0,0,0,0,0,230835,3,0
0,0,0,0,24,28,11258,741,0,0,0,0,0,220089,3,0
0,0,0,0,1,28,11259,741,0,0,0,0,0,229052,3,0
0,0,0,0,4,28,11260,741,0,0,0,0,0,229057,3,0
0,0,0,0,46,28,11261,741,0,0,0,0,0,144282,3,0
0,0,0,0,40,29,11262,741,0,0,0,0,0,229053,3,0
0,0,0,0,45,29,11263,741,0,0,0,0,0,235721,3,0
0,0,0,0,32,29,11264,741,0,0,0,0,0,192274,3,0
0,0,0,0,77,29,11265,741,0,0,0,0,0,193580,3,0
0,0,0,0,36,29,11266,741,0,0,0,0,0,243147,3,0
0,0,0,0,33,29,11267,741,0,0,0,0,0,245798,3,0
0,0,0,0,34,29,11268,741,0,0,0,0,0,143617,3,0
0,0,0,0,30,0,11269,742,0,0,0,0,0,223175,4,0
0,0,0,0,26,3,11270,742,0,0,0,0,0,223934,4,0
0,0,0,0,21,4,11271,742,0,0,0,0,0,183284,4,0
0,0,0,0,4,6,11272,742,0,0,0,0,0,224489,4,0
0,0,0,0,14,7,11273,742,0,0,0,0,0,204213,3,0
1,0,0,1,35,9,11274,742,0,0,0,0,0,223030,3,0
0,0,0,0,8,11,11275,742,0,0,0,0,0,208015,4,0
0,0,0,0,7,12,11276,742,0,0,0,0,0,229556,4,0
0,0,0,0,11,16,11277,742,0,0,0,0,0,223136,3,0
0,0,0,0,17,18,11278,742,0,0,0,0,0,224488,3,0
0,0,0,0,28,25,11279,742,0,0,0,0,0,200911,3,0
0,0,0,0,6,28,11280,742,0,0,0,0,0,183256,4,0
0,0,0,0,55,28,11281,742,0,0,0,0,0,189263,4,0
0,0,0,0,3,28,11282,742,0,0,0,0,0,223402,3,0
0,0,0,0,77,28,11283,742,0,0,0,0,0,244134,3,0
0,0,0,0,27,28,11284,742,0,0,0,0,0,235931,3,0
0,0,0,0,22,28,11285,742,0,0,0,0,0,178249,3,0
2,0,0,1,67,28,11286,742,0,0,0,0,2,193554,3,0
0,0,0,0,24,28,11287,742,0,0,0,0,0,232330,3,0
0,0,0,0,99,28,11288,742,0,0,0,0,0,245429,3,0
0,0,0,0,50,28,11289,742,0,0,0,0,0,183593,3,0
0,0,0,0,2,28,11290,742,0,0,0,0,0,204050,4,0
0,0,0,0,51,28,11291,742,0,0,0,0,0,229026,3,0
0,0,0,0,34,29,11292,742,0,0,0,0,0,232331,3,0
0,0,0,0,53,29,11293,742,0,0,0,0,0,235932,3,0
0,0,0,0,52,29,11294,742,0,0,0,0,0,227898,3,0
0,0,0,0,41,29,11295,742,0,0,0,0,0,236374,3,0
0,0,0,0,33,29,11296,742,0,0,0,0,0,237374,3,0
0,0,0,0,95,29,11297,742,0,0,0,0,0,236562,3,0
0,0,0,0,44,29,11298,742,0,0,0,0,0,230624,3,0
0,0,0,0,13,0,11299,749,0,0,0,0,0,204349,3,0
0,0,0,0,14,3,11300,749,0,0,0,0,0,223018,3,0
1,0,0,1,53,4,11301,749,0,0,0,0,0,229054,3,0
0,0,0,0,5,6,11302,749,0,0,0,0,0,184764,3,0
0,0,0,0,24,7,11303,749,0,0,0,0,0,243825,3,0
0,0,0,0,8,9,11304,749,0,0,0,0,0,224718,3,0
2,0,0,1,77,11,11305,749,0,0,0,0,1,203547,4,0
0,0,0,0,17,12,11306,749,0,0,0,0,0,204372,3,0
0,0,0,0,33,16,11307,749,0,0,0,0,0,183883,3,0
1,0,0,1,10,18,11308,749,0,0,0,0,0,178029,3,0
0,0,0,0,9,25,11309,749,0,0,0,0,0,192561,3,0
0,0,0,0,11,28,11310,749,0,0,0,0,0,199290,3,0
0,0,0,0,89,28,11311,749,0,0,0,0,0,243821,3,0
0,0,0,0,2,28,11312,749,0,0,0,0,0,144306,3,0
0,0,0,0,18,28,11313,749,0,0,0,0,0,208828,3,0
0,0,0,0,36,28,11314,749,0,0,0,0,0,230818,3,0
0,0,0,0,7,28,11315,749,0,0,0,0,0,186161,3,0
0,0,0,0,20,28,11316,749,0,0,0,0,0,179971,3,0
0,0,0,0,90,28,11317,749,0,0,0,0,0,205654,3,0
0,0,0,0,4,28,11318,749,0,0,0,0,0,243727,3,0
1,0,0,1,19,28,11319,749,0,0,0,0,1,244703,3,0
0,0,0,0,61,28,11320,749,0,0,0,0,0,244702,3,0
0,0,0,0,3,28,11321,749,0,0,0,0,0,243683,3,0
0,0,0,0,41,29,11322,749,0,0,0,0,0,245101,3,0
0,0,0,0,25,29,11323,749,0,0,0,0,0,243822,3,0
0,0,0,0,34,0,11324,101007,0,0,0,0,0,190209,5,0
0,0,0,0,22,3,11325,101007,0,0,0,0,0,223278,4,0
0,0,0,0,2,4,11326,101007,0,0,0,0,0,143799,4,0
0,0,0,0,26,6,11327,101007,0,0,0,0,0,183766,1,0
1,0,0,1,8,7,11328,101007,0,0,0,0,0,194979,5,0
1,0,0,1,14,9,11329,101007,0,0,0,0,0,178152,3,0
0,0,0,0,19,11,11330,101007,0,0,0,0,0,243659,3,0
1,0,0,1,10,12,11331,101007,0,0,0,0,1,202882,3,0
1,0,0,1,77,16,11332,101007,0,0,0,0,0,200275,3,0
1,0,0,1,23,18,11333,101007,0,0,0,0,0,172418,3,0
2,0,0,1,9,25,11334,101007,0,0,0,0,1,189849,3,0
0,0,0,0,55,28,11335,101007,0,0,0,0,0,201257,3,0
1,0,0,1,7,28,11336,101007,1,0,0,0,1,177885,4,0
0,0,0,0,75,28,11337,101007,0,0,0,0,0,188654,3,0
0,0,0,0,21,28,11338,101007,0,0,0,0,0,199286,3,0
0,0,0,0,12,28,11339,101007,0,0,0,0,0,189952,3,0
0,0,0,0,20,28,11340,101007,0,0,0,0,0,178393,3,0
0,0,0,0,29,28,11341,101007,0,0,0,0,0,245380,3,0
0,0,0,0,5,28,11342,101007,0,0,0,0,0,243660,4,0
0,0,0,0,15,28,11343,101007,0,0,0,0,0,186504,3,0
0,0,0,0,3,28,11344,101007,0,0,0,0,0,144415,3,0
0,0,0,0,6,28,11345,101007,0,0,0,0,0,158849,3,0
0,0,0,0,42,28,11346,101007,0,0,0,0,0,230820,3,0
0,0,0,0,4,29,11347,101007,0,0,0,0,0,202333,3,0
0,0,0,0,18,29,11348,101007,0,0,0,0,0,244036,3,0
0,0,0,0,1,29,11349,101007,0,0,0,0,0,243647,3,0
0,0,0,0,66,29,11350,101007,0,0,0,0,0,223695,3,0
0,0,0,0,31,29,11351,101007,0,0,0,0,0,232329,3,0
0,0,0,0,16,29,11352,101007,0,0,0,0,0,185185,3,0
0,0,0,0,34,0,11353,101014,0,0,0,0,0,190113,4,0
0,0,0,0,80,3,11354,101014,0,0,0,0,0,192427,3,0
2,0,0,1,27,4,11355,101014,0,0,0,0,0,177533,3,0
0,0,0,0,6,6,11356,101014,0,0,0,0,0,182133,4,0
0,0,0,0,3,7,11357,101014,0,0,0,0,0,152554,3,0
0,0,0,0,5,9,11358,101014,0,0,0,0,0,80,3,0
0,0,0,0,21,11,11359,101014,0,0,0,0,0,182670,3,0
2,0,0,1,7,12,11360,101014,0,0,0,0,1,205678,3,0
0,0,0,0,11,16,11361,101014,0,0,0,0,0,172049,3,0
2,0,0,1,17,18,11362,101014,0,0,0,0,2,225403,3,0
2,0,0,1,10,25,11363,101014,0,0,0,0,1,53050,3,0
0,0,0,0,88,28,11364,101014,0,0,0,0,0,158810,3,0
0,0,0,0,28,28,11365,101014,0,0,0,0,0,221838,3,0
0,0,0,0,20,28,11366,101014,0,0,0,0,0,200713,3,0
0,0,0,0,33,28,11367,101014,0,0,0,0,0,162875,3,0
0,0,0,0,1,28,11368,101014,0,0,0,0,0,188524,3,0
1,0,0,0,9,28,11369,101014,0,0,0,0,0,230072,3,0
2,0,0,1,18,28,11370,101014,0,0,0,0,1,178594,3,0
0,0,0,0,29,28,11371,101014,0,0,0,0,0,204247,3,0
0,0,0,0,4,28,11372,101014,0,0,0,0,0,234716,3,0
0,0,0,0,14,28,11373,101014,0,0,0,0,0,143745,3,0
0,0,0,0,8,28,11374,101014,0,0,0,0,0,176894,3,0
0,0,0,0,31,28,11375,101014,0,0,0,0,0,245806,3,0
0,0,0,0,30,29,11376,101014,0,0,0,0,0,224198,3,0
0,0,0,0,55,29,11377,101014,0,0,0,0,0,223040,3,0
0,0,0,0,39,29,11378,101014,0,0,0,0,0,189594,3,0
0,0,0,0,35,29,11379,101014,0,0,0,0,0,245807,3,0
0,0,0,0,98,29,11380,101014,0,0,0,0,0,245650,3,0
0,0,0,0,97,29,11381,101014,0,0,0,0,0,245651,3,0
0,0,0,0,33,0,11382,101020,0,0,0,0,0,205942,2,0
0,0,0,0,2,3,11383,101020,0,0,0,0,0,240281,2,0
0,0,0,0,22,4,11384,101020,0,0,0,0,0,156221,3,0
0,0,0,0,76,6,11385,101020,0,0,0,0,0,183975,2,0
0,0,0,0,89,7,11386,101020,0,0,0,0,0,195256,2,0
0,0,0,0,5,9,11387,101020,0,0,0,0,0,223736,2,0
1,0,0,1,43,11,11388,101020,0,0,0,0,1,222457,2,0
0,0,0,0,10,12,11389,101020,0,0,0,0,0,215531,2,0
0,0,0,0,7,16,11390,101020,0,0,0,0,0,209769,2,0
2,0,0,1,20,18,11391,101020,0,0,0,0,1,204060,2,0
1,0,0,1,9,25,11392,101020,0,0,0,0,0,125995,2,0
0,0,0,0,18,28,11393,101020,0,0,0,0,0,172672,3,0
0,0,0,0,6,28,11394,101020,0,0,0,0,0,199352,3,0
0,0,0,0,99,28,11395,101020,0,0,0,0,0,229055,3,0
0,0,0,0,12,28,11396,101020,0,0,0,0,0,224528,3,0
0,0,0,0,1,28,11397,101020,0,0,0,0,0,223107,3,0
0,0,0,0,3,28,11398,101020,0,0,0,0,0,168320,3,0
0,0,0,0,11,28,11399,101020,0,0,0,0,0,188058,3,0
0,0,0,0,50,28,11400,101020,0,0,0,0,0,162508,3,0
0,0,0,0,8,28,11401,101020,0,0,0,0,0,223029,3,0
0,0,0,0,4,28,11402,101020,0,0,0,0,0,208169,2,0
0,0,0,0,31,28,11403,101020,0,0,0,0,0,231807,3,0
0,0,0,0,98,28,11404,101020,0,0,0,0,0,236252,3,0
0,0,0,0,13,0,11405,101026,0,0,0,0,0,182629,5,0
0,0,0,0,20,3,11406,101026,0,0,0,0,0,189944,3,0
0,0,0,0,25,4,11407,101026,0,0,0,0,0,188370,3,0
0,0,0,0,4,6,11408,101026,0,0,0,0,0,224774,3,0
0,0,0,0,3,7,11409,101026,0,0,0,0,0,193177,3,0
0,0,0,0,17,9,11410,101026,0,0,0,0,0,205998,3,0
0,0,0,0,8,11,11411,101026,0,0,0,0,0,184133,4,0
1,0,0,1,7,12,11412,101026,0,0,0,0,0,239048,4,0
0,0,0,0,10,16,11413,101026,0,0,0,0,0,156650,3,0
0,0,0,0,11,18,11414,101026,0,0,0,0,0,208585,3,0
0,0,0,0,9,25,11415,101026,0,0,0,0,0,209473,3,0
0,0,0,0,6,28,11416,101026,0,0,0,0,0,190799,4,0
1,0,0,1,5,28,11417,101026,0,0,0,0,1,202889,4,0
0,0,0,0,75,28,11418,101026,0,0,0,0,0,224724,3,0
0,0,0,0,2,28,11419,101026,0,0,0,0,0,182001,3,0
0,0,0,0,1,28,11420,101026,0,0,0,0,0,239275,3,0
0,0,0,0,32,28,11421,101026,0,0,0,0,0,165191,3,0
3,1,0,1,23,28,11422,101026,2,0,0,0,3,190748,5,0
0,0,0,0,63,28,11423,101026,0,0,0,0,0,185260,3,0
0,0,0,0,41,28,11424,101026,0,0,0,0,0,226928,3,0
0,0,0,0,24,28,11425,101026,0,0,0,0,0,244943,3,0
0,0,0,0,26,28,11426,101026,0,0,0,0,0,222830,3,0
0,0,0,0,77,28,11427,101026,0,0,0,0,0,231031,3,0
0,0,0,0,60,29,11428,101026,0,0,0,0,0,242994,3,0
0,0,0,0,27,29,11429,101026,0,0,0,0,0,239007,3,0
0,0,0,0,42,29,11430,101026,0,0,0,0,0,165520,3,0
0,0,0,0,40,29,11431,101026,0,0,0,0,0,183245,3,0
0,0,0,0,31,29,11432,101026,0,0,0,0,0,210521,3,0
0,0,0,0,1,0,11433,101033,0,0,0,0,0,144172,5,0
0,0,0,0,89,3,11434,101033,0,0,0,0,0,231095,5,0
0,0,0,0,4,4,11435,101033,0,0,0,0,0,124337,3,0
1,0,0,1,15,6,11436,101033,0,0,0,0,0,178600,4,0
0,0,0,0,87,7,11437,101033,0,0,0,0,0,143751,5,0
1,0,0,1,6,9,11438,101033,1,0,0,0,1,204152,5,0
0,0,0,0,2,11,11439,101033,0,0,0,0,0,225285,3,0
1,0,0,1,21,12,11440,101033,0,0,0,0,0,211287,3,0
2,0,0,1,7,16,11441,101033,0,0,0,0,0,223017,4,0
3,1,0,1,9,18,11442,101033,1,0,0,0,1,188274,4,0
1,0,0,1,10,25,11443,101033,0,0,0,0,0,212107,3,0
0,0,0,0,8,28,11444,101033,0,0,0,0,0,244709,4,0
1,0,0,1,11,28,11445,101033,0,0,0,0,1,221367,3,0
0,0,0,0,5,28,11446,101033,0,0,0,0,0,223016,5,0
0,0,0,0,19,28,11447,101033,0,0,0,0,0,189962,3,0
0,0,0,0,17,28,11448,101033,0,0,0,0,0,194372,3,0
0,0,0,0,34,28,11449,101033,0,0,0,0,0,229023,3,0
0,0,0,0,20,28,11450,101033,0,0,0,0,0,223839,3,0
0,0,0,0,16,28,11451,101033,0,0,0,0,0,211124,3,0
0,0,0,0,18,28,11452,101033,0,0,0,0,0,233053,3,0
0,0,0,0,3,28,11453,101033,0,0,0,0,0,194196,3,0
0,0,0,0,12,28,11454,101033,0,0,0,0,0,178323,3,0
0,0,0,0,39,28,11455,101033,0,0,0,0,0,244697,3,0
0,0,0,0,42,29,11456,101033,0,0,0,0,0,203026,3,0
0,0,0,0,22,29,11457,101033,0,0,0,0,0,226553,3,0
0,0,0,0,35,29,11458,101033,0,0,0,0,0,229993,3,0
0,0,0,0,53,29,11459,101033,0,0,0,0,0,221926,3,0
0,0,0,0,23,0,11460,101037,0,0,0,0,0,229637,5,0
0,0,0,0,77,3,11461,101037,0,0,0,0,0,223195,2,0
0,0,0,0,14,4,11462,101037,0,0,0,0,0,204121,3,0
1,0,0,1,17,6,11463,101037,0,0,0,0,1,235890,2,0
0,0,0,0,54,7,11464,101037,0,0,0,0,0,178077,3,0
1,0,0,1,6,9,11465,101037,0,0,0,0,0,211987,2,0
0,0,0,0,21,11,11466,101037,0,0,0,0,0,183769,3,0
0,0,0,0,50,12,11467,101037,0,0,0,0,0,229092,2,0
1,0,0,1,18,16,11468,101037,0,0,0,0,0,244628,2,0
0,0,0,0,35,18,11469,101037,0,0,0,0,0,199601,3,0
1,0,0,1,94,25,11470,101037,0,0,0,0,0,223710,2,0
0,0,0,0,11,28,11471,101037,0,0,0,0,0,209372,3,0
1,0,0,1,10,28,11472,101037,0,0,0,0,1,181236,3,0
0,0,0,0,7,28,11473,101037,0,0,0,0,0,223306,2,0
0,0,0,0,27,28,11474,101037,0,0,0,0,0,235891,2,0
0,0,0,0,1,28,11475,101037,0,0,0,0,0,175897,3,0
0,0,0,0,33,28,11476,101037,0,0,0,0,0,162503,3,0
0,0,0,0,20,28,11477,101037,0,0,0,0,0,211815,3,0
0,0,0,0,2,28,11478,101037,0,0,0,0,0,169464,3,0
0,0,0,0,44,28,11479,101037,0,0,0,0,0,209746,3,0
0,0,0,0,3,28,11480,101037,0,0,0,0,0,245410,3,0
0,0,0,0,5,28,11481,101037,0,0,0,0,0,126883,3,0
0,0,0,0,30,28,11482,101037,0,0,0,0,0,229638,3,0
0,0,0,0,38,29,11483,101037,0,0,0,0,0,227502,3,0
0,0,0,0,8,29,11484,101037,0,0,0,0,0,191192,3,0
0,0,0,0,36,29,11485,101037,0,0,0,0,0,236564,3,0
0,0,0,0,58,29,11486,101037,0,0,0,0,0,236563,3,0
0,0,0,0,55,29,11487,101037,0,0,0,0,0,237559,3,0
0,0,0,0,48,29,11488,101037,0,0,0,0,0,245431,3,0
0,0,0,0,29,29,11489,101037,0,0,0,0,0,219046,3,0
0,0,0,0,1,0,11490,101041,0,0,0,0,0,223709,2,0
1,0,0,1,20,3,11491,101041,0,0,0,0,0,193429,2,0
0,0,0,0,4,4,11492,101041,0,0,0,0,0,139836,2,0
0,0,0,0,40,6,11493,101041,0,0,0,0,0,180228,2,0
0,0,0,0,58,7,11494,101041,0,0,0,0,0,202356,2,0
0,0,0,0,88,9,11495,101041,0,0,0,0,0,188763,3,0
0,0,0,0,37,11,11496,101041,0,0,0,0,0,223313,2,0
0,0,0,0,8,12,11497,101041,0,0,0,0,0,240837,3,0
2,0,0,1,54,16,11498,101041,0,0,0,0,1,239045,2,0
0,0,0,0,23,18,11499,101041,0,0,0,0,0,241166,3,0
3,1,0,1,2,25,11500,101041,1,0,0,0,3,122849,3,0
0,0,0,0,9,28,11501,101041,0,0,0,0,0,143809,3,0
0,0,0,0,90,28,11502,101041,0,0,0,0,0,191034,3,0
0,0,0,0,6,28,11503,101041,0,0,0,0,0,176732,3,0
0,0,0,0,3,28,11504,101041,0,0,0,0,0,223045,3,0
0,0,0,0,15,28,11505,101041,0,0,0,0,0,144160,3,0
0,0,0,0,17,28,11506,101041,0,0,0,0,0,177895,3,0
0,0,0,0,13,28,11507,101041,0,0,0,0,0,204211,3,0
0,0,0,0,71,28,11508,101041,0,0,0,0,0,244557,3,0
0,0,0,0,11,28,11509,101041,0,0,0,0,0,211739,3,0
0,0,0,0,93,28,11510,101041,0,0,0,0,0,223690,3,0
0,0,0,0,14,28,11511,101041,0,0,0,0,0,225330,3,0
0,0,0,0,41,28,11512,101041,0,0,0,0,0,245606,3,0
0,0,0,0,22,29,11513,101041,0,0,0,0,0,201326,3,0
0,0,0,0,99,29,11514,101041,0,0,0,0,0,241158,3,0
0,0,0,0,43,29,11515,101041,0,0,0,0,0,245604,3,0
0,0,0,0,44,29,11516,101041,0,0,0,0,0,245603,3,0
0,0,0,0,31,29,11517,101041,0,0,0,0,0,245805,3,0
0,0,0,0,1,0,11518,111339,0,0,0,0,0,189920,2,0
0,0,0,0,90,3,11519,111339,0,0,0,0,0,222225,2,0
0,0,0,0,88,4,11520,111339,0,0,0,0,0,194077,3,0
0,0,0,0,5,6,11521,111339,0,0,0,0,0,207788,2,0
0,0,0,0,31,7,11522,111339,0,0,0,0,0,165232,2,0
0,0,0,0,6,9,11523,111339,0,0,0,0,0,207805,3,0
1,0,0,1,15,11,11524,111339,0,0,0,0,0,222930,3,0
1,0,0,1,11,12,11525,111339,0,0,0,0,0,236300,3,0
1,0,0,1,7,16,11526,111339,0,0,0,0,1,226078,4,0
0,0,0,0,26,18,11527,111339,0,0,0,0,0,223424,2,0
8,1,0,1,10,25,11528,111339,1,0,0,1,3,220131,4,0
0,0,0,0,60,28,11529,111339,0,0,0,0,0,124388,3,0
0,0,0,0,8,28,11530,111339,0,0,0,0,0,203604,3,0
0,0,0,0,3,28,11531,111339,0,0,0,0,0,212889,3,0
0,0,0,0,22,28,11532,111339,0,0,0,0,0,238613,3,0
0,0,0,0,34,28,11533,111339,0,0,0,0,0,178143,3,0
0,0,0,0,19,28,11534,111339,0,0,0,0,0,245353,3,0
1,0,0,1,21,28,11535,111339,0,0,0,0,0,202148,3,0
0,0,0,0,17,28,11536,111339,0,0,0,0,0,238611,3,0
0,0,0,0,55,28,11537,111339,0,0,0,0,0,245292,3,0
0,0,0,0,9,28,11538,111339,0,0,0,0,0,189561,3,0
0,0,0,0,20,28,11539,111339,0,0,0,0,0,233083,3,0
0,0,0,0,35,28,11540,111339,0,0,0,0,0,245355,3,0
0,0,0,0,99,0,11541,111340,0,0,0,0,0,166097,5,0
0,0,0,0,2,3,11542,111340,0,0,0,0,0,183746,5,0
2,0,0,1,22,4,11543,111340,1,0,0,0,1,199789,5,0
0,0,0,0,88,6,11544,111340,0,0,0,0,0,223122,5,0
0,0,0,0,89,7,11545,111340,0,0,0,0,0,223132,4,0
0,0,0,0,20,9,11546,111340,0,0,0,0,0,189568,4,0
0,0,0,0,77,11,11547,111340,0,0,0,0,0,181006,3,0
0,0,0,0,13,12,11548,111340,0,0,0,0,0,188840,3,0
2,0,0,1,28,16,11549,111340,1,0,0,0,1,201061,5,0
0,0,0,0,5,18,11550,111340,0,0,0,0,0,171954,3,0
1,0,0,1,9,25,11551,111340,0,0,0,0,0,189975,3,0
0,0,0,0,27,28,11552,111340,0,0,0,0,0,199739,3,0
0,0,0,0,31,28,11553,111340,0,0,0,0,0,176773,3,0
0,0,0,0,6,28,11554,111340,0,0,0,0,0,223378,3,0
0,0,0,0,24,28,11555,111340,0,0,0,0,0,192621,3,0
0,0,0,0,1,28,11556,111340,0,0,0,0,0,193030,3,0
0,0,0,0,12,28,11557,111340,0,0,0,0,0,184401,3,0
1,0,0,1,34,28,11558,111340,0,0,0,0,1,197081,3,0
0,0,0,0,7,28,11559,111340,0,0,0,0,0,176029,3,0
1,0,0,1,10,28,11560,111340,1,0,0,0,1,186651,5,0
0,0,0,0,8,28,11561,111340,0,0,0,0,0,206107,3,0
0,0,0,0,35,28,11562,111340,0,0,0,0,0,125132,3,0
0,0,0,0,17,28,11563,111340,0,0,0,0,0,225843,3,0
0,0,0,0,11,29,11564,111340,0,0,0,0,0,198142,3,0
0,0,0,0,30,29,11565,111340,0,0,0,0,0,220178,3,0
0,0,0,0,41,29,11566,111340,0,0,0,0,0,237605,3,0
0,0,0,0,1,0,11567,113142,0,0,0,0,0,234462,3,0
0,0,0,0,14,3,11568,113142,0,0,0,0,0,175847,3,0
0,0,0,0,23,4,11569,113142,0,0,0,0,0,192091,3,0
0,0,0,0,31,6,11570,113142,0,0,0,0,0,199060,3,0
0,0,0,0,21,7,11571,113142,0,0,0,0,0,191390,3,0
0,0,0,0,5,10,11572,113142,0,0,0,0,0,207733,3,0
0,0,0,0,19,12,11573,113142,0,0,0,0,0,214973,3,0
0,0,0,0,2,13,11574,113142,0,0,0,0,0,235580,3,0
0,0,0,0,7,15,11575,113142,0,0,0,0,0,234870,3,0
0,0,0,0,30,16,11576,113142,0,0,0,0,0,184823,3,0
0,0,0,0,13,25,11577,113142,0,0,0,0,0,152814,3,0
0,0,0,0,6,28,11578,113142,0,0,0,0,0,180409,4,0
1,0,0,1,8,28,11579,113142,0,0,0,0,1,200542,3,0
1,0,0,1,4,28,11580,113142,0,0,0,0,1,238160,4,0
0,0,0,0,22,28,11581,113142,0,0,0,0,0,193350,3,0
0,0,0,0,35,28,11582,113142,0,0,0,0,0,128529,4,0
2,0,0,1,18,28,11583,113142,2,0,0,0,2,177765,5,0
0,0,0,0,88,28,11584,113142,0,0,0,0,0,234839,3,0
