firstnameid,lastnameid,playerjerseynameid,commonnameid,trait2,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,tattoobackneck,preferredposition3,longpassing,penalties,animfreekickstartposcode,animpenaltieskickstylecode,isretiring,longshots,gkdiving,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,vision,contractvaliduntil,animpenaltiesapproachcode,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,sprintspeed,height,hasseasonaljersey,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,ballcontrol,shotpower,trait1,socklengthcode,weight,hashighqualityhead,gkglovetypecode,tattoorightarm,balance,gender,headassetid,gkkicking,internationalrep,animpenaltiesmotionstylecode,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,attackingworkrate,finishingcode2,aggression,acceleration,headingaccuracy,iscustomized,eyebrowcode,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,defensiveworkrate,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,skintypecode,tattoorightneck,gkkickstyle,stamina,playerid,marking,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,skintonecode,shortstyle,overallrating,tattooleftneck,emotion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,runningcode1,preferredposition4,volleys,accessorycolourcode2,facialhaircolorcode
8170,23988,23988,0,0,0,3,26,1,77,0,0,40,0,82,58,0,-1,26,37,0,0,0,28,10,53,31,57,69,9,0,59,44,36,2020,1,26,54,59,0,0,1016,86,175,0,3,56,61,150948,7,58,29,0,0,70,0,0,0,79,0,239775,9,1,0,54,25,2,2,0,2,0,46,84,45,0,0,0,1,11,9,0,0,24,158776,1,0,21,1,0,4,79,0,0,0,75,239775,59,0,6,0,1,8,0,62,0,3,0,25,0,30,0,2,0,0,-1,29,0,0
12325,11153,11153,0,0,4,4,39,1,74,0,0,58,0,141,55,0,-1,58,40,0,0,0,49,7,60,31,51,70,7,0,68,53,58,2019,1,47,58,49,0,0,0,68,179,3,5,66,127,150993,14,63,56,0,0,72,0,0,0,73,0,239776,12,1,0,62,36,1,3,0,0,0,64,66,56,0,0,0,1,6,6,0,0,0,158776,1,0,21,1,0,3,87,0,0,0,77,239776,52,0,8,0,1,2,0,62,0,2,0,0,0,30,0,2,0,0,-1,35,0,1
15556,2437,2437,0,0,3,0,26,1,45,0,0,22,0,70,54,0,-1,22,36,0,0,0,18,12,50,31,29,68,11,0,49,40,34,2019,1,19,22,53,0,0,0,52,188,1,-1,67,56,151937,5,30,38,0,0,78,0,0,0,66,0,239780,14,1,0,33,24,1,3,0,0,0,45,51,46,0,0,0,1,9,3,0,0,0,158776,1,0,14,2,0,3,73,0,0,0,53,239780,48,0,12,0,1,2,0,52,0,3,2,0,0,30,0,5,0,0,-1,25,0,0
26195,1912,1912,0,0,0,0,55,1,64,0,0,53,0,65,38,0,25,56,45,0,0,0,36,9,25,31,52,70,5,0,52,49,55,2021,1,55,56,36,0,0,2024,71,180,3,12,55,48,151533,16,57,57,0,0,72,0,0,0,70,0,239781,7,1,0,61,50,1,4,0,2,0,35,68,48,0,0,0,1,11,1,0,0,0,158787,1,0,13,1,0,3,57,0,0,0,46,239781,35,0,8,0,1,2,0,58,0,3,0,0,0,30,0,2,0,0,-1,43,0,1
3981,348,13440,0,0,1,1,49,1,77,0,0,69,0,123,67,0,12,72,62,0,0,0,76,9,65,31,56,78,7,0,72,68,75,2022,1,62,64,62,0,2,2516,88,175,0,10,78,178,150156,18,68,86,65568,0,73,0,0,0,87,0,239782,13,1,0,67,73,2,3,0,2,0,84,83,57,0,2,0,1,7,3,0,0,8,158787,1,2,81,1,0,3,72,1,0,0,84,239782,61,0,8,0,2,6,0,71,0,3,0,22,0,30,0,2,0,0,14,44,0,0
9473,9303,9303,0,0,12,0,37,1,54,0,0,44,0,138,15,0,-1,27,64,0,0,0,47,9,15,31,33,66,13,0,48,43,47,2019,1,54,44,14,0,0,4,65,178,3,-1,61,56,151960,25,43,41,0,0,78,0,0,0,66,0,239783,9,1,0,39,32,1,4,0,0,0,29,70,49,0,6,0,1,8,1,0,0,0,158776,1,0,14,1,0,3,59,1,0,0,48,239783,17,0,10,0,2,2,0,50,0,3,2,0,0,30,0,2,0,0,-1,33,0,4
10220,26351,26351,0,0,6,17,40,1,77,0,0,66,0,82,55,0,25,59,58,0,0,0,57,7,41,31,62,79,12,0,68,55,56,2021,1,65,68,60,0,0,3000,78,181,3,27,77,266,151090,23,68,62,0,2,77,0,0,0,65,0,239787,14,1,0,68,28,2,0,0,0,0,42,80,70,0,1,0,0,10,3,0,0,0,158774,1,0,56,1,0,3,70,0,0,0,79,239787,53,0,15,0,2,8,0,68,0,3,0,0,0,30,0,2,0,0,-1,47,0,0
10584,9684,9684,0,0,0,0,31,1,55,0,0,32,0,512,78,0,-1,56,44,0,0,0,41,10,76,31,50,77,7,0,62,75,41,2021,1,42,43,75,0,0,5501,62,165,3,2,77,54,149934,5,56,42,0,0,63,0,0,0,66,1,239791,11,1,0,69,30,1,4,0,0,0,52,63,67,0,5,0,1,17,6,0,0,0,157134,1,0,46,1,0,3,70,3,0,0,68,239791,66,0,16,0,1,2,0,71,0,3,0,0,0,30,0,8,0,0,-1,32,0,1
13258,24925,24925,0,0,0,0,65,1,64,0,0,63,0,510,72,0,-1,77,62,0,0,0,67,14,62,31,73,75,14,0,71,69,70,2021,1,70,74,70,0,1,5500,74,165,1,-1,59,57,148548,14,81,68,0,0,59,0,0,0,75,1,239792,15,1,0,82,60,2,1,0,0,0,50,69,64,0,4,0,1,9,1,0,0,16,157134,1,0,46,1,0,3,58,7,0,0,70,239792,73,0,15,0,1,2,0,75,0,3,0,0,0,30,0,7,0,0,-1,62,0,1
17900,15131,15131,0,0,1,4,10,1,52,0,0,6,0,57,11,0,-1,48,17,0,0,0,5,57,18,31,12,65,56,0,58,54,58,2019,1,8,16,12,0,0,4000,54,193,1,-1,69,24,150357,0,22,16,0,0,88,0,7,0,59,0,239797,62,1,0,44,14,0,4,0,0,0,26,46,13,0,1,0,1,55,3,1,0,0,158776,1,0,95,1,0,3,60,0,0,2,40,239797,19,0,55,0,0,2,0,57,0,3,0,0,0,30,0,5,0,0,-1,7,0,0
25075,24119,23131,0,0,1,0,31,1,66,0,0,44,0,82,57,0,-1,44,33,0,0,0,29,15,58,31,50,77,12,0,60,46,38,2020,1,32,54,51,0,0,1503,71,174,3,5,51,267,152523,3,52,38,0,0,68,0,0,0,78,0,239800,12,1,0,55,28,1,4,0,0,0,55,72,43,0,0,0,1,10,9,3,0,0,158773,1,0,14,1,0,3,55,1,0,0,53,239800,56,0,9,0,2,8,0,57,0,3,0,0,0,30,0,1,0,0,-1,30,0,0
22992,5342,5342,0,0,2,0,43,1,67,0,0,42,0,21,55,0,8,42,40,0,0,0,33,10,34,31,57,70,8,0,36,49,39,2019,1,41,56,50,0,0,1,82,180,0,16,47,267,152048,7,54,49,0,0,70,0,0,0,78,0,239801,7,1,0,48,32,1,3,0,2,0,53,78,37,0,0,0,1,9,1,0,0,0,158776,1,0,14,2,0,3,57,0,0,0,71,239801,51,0,7,0,2,2,0,54,0,3,0,0,0,30,0,1,0,0,-1,30,0,4
25731,1233,1233,0,0,1,15,42,1,70,0,0,38,0,93,30,0,-1,34,34,0,0,0,48,11,15,31,42,61,14,0,40,44,48,2020,1,44,54,37,0,0,1528,73,175,3,18,47,255,151579,12,50,46,0,0,70,0,0,0,77,0,239802,6,1,0,42,36,2,4,0,0,0,31,79,31,0,0,0,1,8,9,3,0,0,159172,1,1,14,1,0,3,38,1,0,0,44,239802,28,0,7,0,2,5,0,50,0,3,0,0,0,30,0,1,0,0,-1,38,0,0
16892,26218,26218,0,0,1,0,44,1,55,0,0,45,0,141,32,0,-1,48,42,0,0,0,44,11,22,31,37,67,12,0,40,56,54,2019,1,50,42,34,0,0,2004,58,183,3,-1,53,82,152154,18,50,47,0,0,72,0,0,0,58,0,239803,11,1,0,60,33,1,4,0,2,0,36,64,34,0,1,0,1,11,3,0,0,0,158788,1,0,195,1,0,3,49,0,0,0,34,239803,40,0,14,0,2,2,0,52,0,2,0,0,0,30,0,1,0,0,-1,32,0,0
6262,8867,8867,0,0,5,0,49,1,60,0,0,64,0,67,59,0,-1,65,53,0,0,0,58,5,46,31,52,81,10,0,62,56,57,2022,1,40,64,63,0,0,1508,48,178,2,18,53,272,152284,14,67,69,0,0,74,0,0,0,67,0,239807,8,1,0,70,45,2,1,0,0,0,65,61,58,0,0,0,1,10,1,0,0,0,158788,1,0,27,1,0,4,65,0,0,0,62,239807,58,0,11,0,1,2,0,64,0,3,0,0,0,30,0,2,0,0,-1,49,0,3
17904,25416,25416,0,0,6,0,63,1,73,0,0,56,0,129,65,0,-1,68,46,0,0,0,63,12,67,31,61,79,5,0,70,73,70,2021,1,44,67,63,0,1,12,70,180,3,10,59,58,151186,14,68,62,262144,2,70,0,0,0,73,0,239808,14,1,0,70,52,2,4,0,2,0,68,69,56,0,2,0,1,14,1,0,0,16,158411,1,2,12,1,0,3,74,1,0,0,73,239808,54,0,12,0,2,2,0,68,0,2,0,0,0,30,0,1,0,0,-1,42,0,2
19360,22034,22034,0,0,5,0,51,1,70,0,0,36,0,65,55,0,-1,65,30,0,0,0,48,14,54,31,39,80,7,0,54,65,65,2020,1,32,69,53,0,0,17,64,177,3,10,45,266,152804,14,71,43,0,0,73,0,0,0,62,0,239810,13,1,0,67,46,2,1,0,0,0,54,72,45,0,1,0,1,14,8,0,0,0,158776,1,0,7,2,0,3,70,0,0,0,40,239810,51,0,11,0,2,2,0,61,0,3,0,0,0,30,0,2,0,0,-1,43,0,3
28476,15320,15380,15380,0,1,0,9,1,22,0,0,7,0,133,12,0,-1,23,10,0,0,0,4,54,14,31,8,58,59,0,35,29,36,2021,1,5,10,11,0,0,553,23,190,3,-1,65,114,152101,0,18,20,0,2,88,0,91,0,27,0,239811,55,1,0,28,13,0,3,0,0,0,26,14,10,0,0,0,1,52,9,0,0,0,158691,1,0,167,1,0,2,39,1,0,3,31,239811,8,0,52,0,0,4,0,53,0,3,0,0,0,30,0,5,0,0,-1,6,0,0
12234,14129,14129,0,0,5,0,23,1,50,0,0,29,0,148,56,0,-1,34,33,0,0,0,23,7,50,31,24,67,13,0,47,51,25,2021,1,20,30,51,0,0,3,50,187,3,-1,65,45,152515,5,35,32,0,0,78,0,0,0,54,0,239813,11,1,0,43,26,1,3,0,0,0,49,59,47,0,0,0,1,13,3,3,0,0,158829,1,0,13,2,0,3,71,0,0,0,61,239813,50,0,5,0,1,2,0,53,0,3,0,0,0,30,0,5,0,0,-1,25,0,0
7255,2773,2773,0,0,1,14,22,1,52,0,0,24,0,16,71,0,-1,59,31,0,0,0,23,15,66,31,35,77,10,0,63,59,54,2022,1,21,50,70,0,0,1012,75,185,3,-1,87,171,150969,5,55,50,0,0,87,0,0,0,56,0,239814,8,1,0,62,28,1,2,0,0,0,73,64,67,0,0,0,1,14,9,0,0,8,158788,1,0,18,1,0,3,66,0,0,0,68,239814,67,0,13,0,1,9,0,70,0,3,0,0,0,30,0,5,0,0,-1,20,0,0
28853,21988,28853,0,4096,1,16,58,1,83,0,0,56,0,45,33,0,-1,57,53,0,0,0,65,9,30,31,60,68,10,0,52,55,54,2019,1,60,69,31,0,0,1024,77,178,4,23,54,263,150305,18,62,61,0,0,75,0,0,0,69,0,239815,6,1,0,60,57,2,2,0,0,0,37,82,37,0,0,0,1,8,9,0,0,0,158788,1,0,124,1,0,3,76,0,0,0,48,239815,30,0,10,0,2,6,0,63,0,3,0,0,0,30,0,1,0,0,-1,53,0,0
19348,16837,16837,0,0,4,0,14,1,34,0,0,4,0,124,11,0,-1,18,15,0,0,0,6,57,18,31,12,68,62,0,43,35,30,2020,1,8,13,13,0,0,2009,29,180,4,-1,49,59,152421,0,9,22,0,0,75,0,111,0,42,0,239816,53,1,0,18,11,0,0,0,0,0,18,36,15,0,2,0,1,53,6,0,0,0,158776,1,0,21,1,0,3,56,0,0,3,33,239816,7,0,44,0,0,2,0,54,0,3,2,0,0,30,0,2,0,0,-1,7,0,1
3663,24871,2326,0,0,1,0,59,1,64,0,0,55,0,1,61,0,-1,64,50,0,0,0,55,11,63,31,56,81,10,0,60,59,61,2020,1,42,63,59,0,0,1010,65,188,3,10,74,99,152077,14,63,64,0,0,82,0,0,0,64,0,239817,13,1,0,65,50,2,2,0,0,0,65,66,60,0,0,0,1,6,9,0,0,0,158787,1,0,18,1,0,3,68,0,0,0,62,239817,65,0,5,0,2,9,0,63,0,3,2,0,0,30,0,4,0,0,-1,50,0,0
23067,1334,23071,23071,0,3,1,33,1,47,0,0,39,0,16,78,0,-1,44,45,0,0,0,22,7,75,31,34,84,12,0,75,72,34,2023,1,29,54,73,0,0,24,64,186,3,-1,78,179,151423,5,60,54,4194304,0,82,0,0,0,56,0,239818,13,1,0,69,26,1,4,0,0,0,94,63,81,0,2,0,1,8,3,0,0,0,158045,1,2,38,1,0,4,74,0,0,0,77,239818,77,0,7,0,1,4,0,78,0,3,0,0,0,30,0,5,0,0,-1,30,0,2
24558,24121,24121,0,0,1,0,41,1,65,0,0,50,0,82,66,0,-1,33,39,0,0,0,26,11,59,31,45,72,11,0,59,60,34,2020,1,34,65,62,0,0,1003,68,170,1,5,58,50,151772,3,56,31,0,0,65,0,0,0,84,0,239819,8,1,0,45,33,1,2,0,0,0,53,70,53,0,0,0,1,10,9,0,0,0,158780,1,0,133,1,0,2,63,0,0,0,66,239819,55,0,13,0,1,10,0,60,0,3,0,0,0,30,0,7,0,0,-1,30,0,0
15948,17280,17280,0,0,6,16,51,1,76,0,0,58,0,36,28,0,-1,47,50,0,0,0,49,15,25,31,58,73,11,0,54,57,55,2020,1,57,68,22,0,0,525,67,175,3,-1,42,136,151760,16,67,64,0,2,65,0,0,0,86,0,239821,5,1,0,60,40,2,0,0,2,0,39,69,43,0,0,0,1,6,2,0,0,0,158788,1,1,27,1,0,3,47,0,0,0,34,239821,17,0,12,0,2,2,0,61,0,3,2,0,0,30,0,2,0,0,-1,50,0,0
7462,25889,25889,0,0,1,0,40,1,60,0,0,55,0,115,72,0,-1,57,48,0,0,0,37,9,70,31,63,77,8,0,69,58,33,2020,1,30,60,70,0,0,17,75,182,3,-1,75,82,151050,5,60,40,0,0,69,0,0,0,67,0,239822,5,1,0,60,35,1,1,0,2,0,61,75,70,0,0,0,1,10,9,0,0,0,159170,1,0,83,1,0,3,75,0,0,0,68,239822,69,0,6,0,1,4,0,70,0,4,0,0,0,30,0,1,0,0,-1,35,0,0
20196,9135,9135,0,4096,1,9,46,1,71,0,0,53,0,82,28,0,-1,47,47,0,0,0,46,15,25,31,63,75,10,0,47,46,50,2020,1,59,68,24,0,1,4500,80,181,3,-1,61,82,151715,16,64,48,131328,0,74,0,0,0,66,0,239826,12,1,0,56,39,2,3,0,2,0,34,90,34,0,0,0,1,9,9,0,0,16,158776,1,0,95,1,0,3,58,0,0,0,55,239826,23,0,14,0,2,6,0,63,0,3,0,0,0,30,0,1,0,0,-1,54,0,0
4427,23494,23494,0,0,6,0,48,1,70,0,0,52,0,141,45,0,-1,55,60,0,0,0,42,8,44,31,37,70,11,0,50,50,56,2019,1,38,47,40,0,0,8,60,185,0,-1,57,59,152382,14,50,53,0,0,75,0,0,0,56,0,239831,8,1,0,56,42,1,4,0,0,0,58,67,43,0,1,0,1,12,5,0,0,0,158776,1,0,14,1,0,3,65,0,0,0,65,239831,43,0,9,0,2,4,0,53,0,2,0,0,0,30,0,4,0,0,-1,36,0,2
18263,761,34408,0,0,1,0,45,1,72,0,0,62,0,60,30,0,-1,57,45,0,0,0,57,13,34,31,54,69,5,0,58,59,58,2019,1,60,63,35,0,0,4501,70,169,3,18,43,49,150150,12,61,64,0,0,67,0,0,0,75,0,239833,8,1,0,62,44,2,3,0,2,0,43,70,44,0,0,0,1,6,9,0,0,0,158045,1,1,141,1,0,3,59,0,0,0,70,239833,55,0,11,0,2,9,0,63,0,2,2,0,0,30,0,8,0,0,-1,54,0,0
27125,7547,18608,0,0,1,5,45,1,65,0,0,51,0,82,53,0,-1,53,36,0,0,0,52,8,48,31,42,71,9,0,60,62,58,2023,1,39,61,41,0,2,3002,69,190,3,-1,82,267,151347,14,54,60,65536,0,82,0,0,0,53,0,239835,14,1,0,57,33,1,2,0,0,0,68,57,51,0,0,0,1,14,3,3,0,16,158790,1,0,103,1,0,3,67,0,0,0,73,239835,40,0,13,0,1,9,0,57,0,3,0,0,0,30,0,5,0,0,-1,32,0,0
1140,16391,1140,0,0,13,4,56,1,66,0,0,63,0,140,55,0,-1,65,55,0,0,0,51,7,45,31,58,82,10,0,68,69,77,2020,1,63,69,51,0,0,2004,67,176,3,18,60,265,153140,14,70,62,0,1,70,0,0,0,70,0,239837,14,1,0,72,58,2,4,0,0,0,45,70,38,0,2,0,1,10,9,0,0,0,158229,1,0,52,1,0,3,63,0,0,0,64,239837,69,0,15,0,2,2,0,68,0,3,0,0,0,30,0,2,0,0,-1,38,0,4
18148,1713,1713,0,0,3,16,56,1,68,0,0,68,0,20,26,0,-1,60,48,0,0,0,48,7,23,31,69,79,9,0,50,50,69,2022,1,55,66,23,0,0,4000,57,181,0,23,38,267,153140,27,68,61,0,2,70,0,0,0,71,0,239838,13,1,0,65,44,2,4,0,0,0,36,67,41,0,0,0,0,9,3,0,0,24,158411,1,0,27,1,0,3,45,0,0,0,66,239838,44,0,6,0,2,2,0,63,0,2,0,0,0,30,0,1,0,0,-1,45,0,2
34409,5467,5467,0,0,1,0,42,1,62,0,0,58,0,45,18,0,-1,33,63,0,0,0,48,9,16,31,35,72,7,0,52,47,47,2021,1,57,59,18,0,0,1024,68,184,3,-1,57,45,151705,25,49,60,0,0,69,0,0,0,55,0,239839,10,1,0,42,33,1,2,0,2,0,32,68,60,0,0,0,1,12,9,0,0,0,159200,1,1,136,1,0,2,70,1,0,0,59,239839,28,0,5,0,2,9,0,57,0,2,0,0,0,30,0,1,0,0,-1,40,0,0
26966,15099,15099,0,0,1,6,36,1,66,0,0,40,0,25,74,0,-1,64,40,0,0,0,49,5,68,31,59,70,7,0,64,62,42,2019,1,36,60,72,0,1,4,69,185,3,3,74,125,148822,5,63,52,0,0,83,0,0,0,54,0,239841,5,1,0,62,40,1,4,0,1,0,64,69,66,0,0,0,1,14,3,0,0,9,157680,1,2,22,1,0,2,68,0,0,0,76,239841,70,0,7,0,1,4,0,70,0,3,0,0,0,30,0,5,0,0,-1,35,0,0
9462,9549,9549,0,0,1,4,44,1,65,0,0,68,0,36,24,0,-1,24,60,0,0,0,62,9,17,31,36,76,13,0,66,67,46,2021,1,72,66,19,0,1,2508,74,186,3,-1,83,64,150536,25,61,76,0,0,86,0,0,0,50,0,239842,14,1,0,56,36,1,3,0,2,0,77,70,70,0,2,0,1,8,3,0,0,27,158411,1,0,22,1,0,3,66,0,0,0,67,239842,27,0,7,0,1,5,0,70,0,4,2,0,0,30,0,5,0,0,-1,61,0,0
14485,9150,9150,0,0,3,5,60,1,72,0,0,59,0,124,70,0,-1,67,48,0,0,0,56,6,70,31,64,84,7,0,70,61,64,2021,1,40,70,69,0,1,18,70,172,3,14,55,256,151651,10,73,65,0,2,72,0,0,0,77,0,239845,9,1,0,74,45,2,3,0,0,0,74,76,51,0,1,0,1,12,1,0,0,8,158096,1,2,22,1,0,3,56,0,0,0,74,239845,68,0,6,0,1,2,0,71,0,3,0,0,0,30,0,2,0,0,-1,49,0,2
20520,26522,26522,0,0,1,8,13,1,37,0,0,10,0,149,11,0,-1,27,12,0,0,0,10,70,10,31,13,77,73,0,70,57,57,2023,1,10,11,12,0,0,14,25,192,3,-1,70,125,151474,0,16,23,0,0,90,0,11,0,30,0,239846,68,1,0,20,15,0,3,0,0,0,36,35,14,0,1,0,1,70,3,0,0,0,158776,1,0,22,1,0,2,50,0,0,3,32,239846,17,0,59,0,0,2,0,69,0,2,2,0,0,30,0,4,0,0,-1,10,0,0
19997,7259,7258,0,0,5,0,29,1,51,0,0,28,0,117,67,0,-1,29,33,0,0,0,18,14,52,31,37,60,13,0,56,53,35,2020,1,21,31,64,0,1,4,50,196,3,-1,93,266,148313,5,34,34,0,0,88,0,0,0,31,0,239848,6,1,0,35,41,1,4,0,0,0,49,41,52,0,0,0,1,11,1,0,0,16,158789,1,2,49,1,0,3,69,2,0,0,66,239848,55,0,12,0,1,2,0,60,0,3,0,0,0,30,0,5,0,0,-1,24,0,3
6696,2677,2677,0,0,1,0,55,1,68,0,0,45,0,65,36,0,-1,66,60,0,0,0,54,14,29,31,56,67,14,0,53,55,60,2021,1,60,62,49,0,0,1505,71,181,3,-1,60,53,149979,18,63,58,0,1,77,0,0,0,70,0,239852,14,1,0,70,44,1,0,0,0,0,46,74,38,0,0,0,1,11,9,0,0,8,158786,1,0,58,1,0,3,62,0,0,0,64,239852,55,0,15,0,2,5,0,63,0,3,2,0,0,30,0,1,0,0,-1,39,0,0
18149,14709,14709,0,0,3,17,15,1,64,0,0,16,0,134,62,0,-1,26,19,0,0,0,18,10,60,31,24,71,8,0,55,61,18,2021,1,21,28,54,0,0,4002,44,196,3,-1,85,53,151315,5,41,23,0,0,96,0,0,0,63,0,239853,10,1,0,41,15,1,3,0,0,0,66,46,61,0,1,0,1,7,9,0,0,0,158695,1,0,47,1,0,2,48,0,0,0,61,239853,53,0,8,0,1,2,0,60,0,3,0,0,0,30,0,6,0,0,-1,16,0,0
11605,20962,11606,11606,4096,1,0,56,1,75,0,0,60,0,65,39,0,-1,55,57,0,0,0,61,10,33,31,60,68,12,0,70,66,62,2019,1,61,75,30,0,0,527,77,179,3,23,63,54,148648,27,71,67,16384,0,74,0,0,0,78,0,239855,10,1,0,64,48,2,3,0,0,0,44,79,48,0,0,0,0,11,3,0,0,0,158776,1,1,54,2,0,3,34,1,0,0,61,239855,38,0,13,0,2,6,0,68,0,4,0,0,0,30,0,2,0,0,-1,56,0,0
28717,5045,5057,5057,0,1,0,11,1,29,0,0,6,0,77,13,0,-1,40,12,0,0,0,7,50,6,31,10,62,53,0,54,29,40,2020,1,9,12,11,0,0,539,28,189,1,-1,75,24,151223,0,11,18,0,0,83,0,7,0,34,0,239857,50,1,0,35,11,0,0,0,0,0,16,18,11,0,0,0,1,55,9,0,0,0,158779,1,0,155,1,0,1,47,0,0,0,22,239857,18,0,40,0,0,4,0,51,0,3,0,0,0,30,0,5,0,0,-1,8,0,0
15848,24785,24790,24790,0,1,0,31,1,58,0,0,43,0,89,54,0,10,61,38,0,0,0,20,9,57,31,50,59,14,0,52,53,32,2021,1,40,50,58,0,0,501,61,184,1,7,70,54,148599,3,53,24,0,2,69,0,0,0,65,0,239858,9,1,0,63,34,1,3,0,0,0,52,68,50,0,1,0,1,6,9,0,0,0,158425,1,0,155,1,0,3,56,1,0,0,67,239858,63,0,7,0,1,4,0,59,0,3,2,0,0,30,0,1,0,0,-1,22,0,0
10432,15570,15577,15577,0,1,0,35,1,58,0,0,42,0,115,56,0,-1,50,34,0,0,0,23,13,50,31,42,64,8,0,52,35,34,2020,1,26,50,50,0,0,502,66,181,1,-1,56,267,151138,3,35,31,0,2,75,0,0,0,63,0,239859,12,1,0,59,30,1,4,0,0,0,55,67,39,0,0,0,1,9,9,0,0,0,158425,1,0,155,1,0,3,57,1,0,0,63,239859,61,0,5,0,1,4,0,54,0,3,1,0,0,30,0,1,0,0,-1,22,0,0
24260,4495,4498,4498,0,1,0,37,1,78,0,0,46,0,67,20,0,-1,30,47,0,0,0,44,13,24,31,46,57,9,0,34,44,42,2021,1,53,52,29,0,0,543,71,172,1,-1,36,82,150615,23,54,61,0,2,65,0,0,0,80,0,239860,8,1,0,40,33,1,4,0,0,0,26,70,43,0,0,0,0,8,9,0,0,0,158766,1,0,155,1,0,3,84,0,0,0,41,239860,31,0,12,0,1,4,0,51,0,3,1,0,0,30,0,3,0,0,-1,42,0,0
9462,9574,9574,0,0,3,9,30,1,64,0,0,45,0,140,57,0,-1,39,37,0,0,0,26,14,56,31,54,72,7,0,54,50,42,2020,1,29,63,61,0,0,17,76,181,3,-1,65,80,151851,7,60,42,0,0,79,0,0,0,62,0,239867,13,1,0,52,33,1,1,0,2,0,65,67,52,0,1,0,1,8,3,0,0,0,158466,1,0,22,2,0,3,65,0,0,0,59,239867,64,0,15,0,1,2,0,60,0,4,2,0,0,30,0,2,0,0,-1,25,0,0
20421,22243,20421,20431,0,1,16,25,1,60,0,0,32,0,16,76,0,-1,43,31,0,0,0,37,12,79,31,31,78,15,0,74,59,33,2023,1,39,48,79,0,0,1515,68,188,3,-1,76,114,149540,5,56,48,128,0,82,0,0,0,57,0,239872,11,1,0,58,27,1,3,0,0,0,72,65,73,0,2,0,1,14,3,0,0,0,159149,1,2,54,2,0,2,83,0,0,0,78,239872,75,0,12,0,1,5,0,75,0,2,0,0,0,30,0,5,0,0,-1,26,0,0
22546,16423,2833,2833,0,1,0,64,1,81,0,0,57,0,63,72,0,-1,55,44,0,0,0,38,5,74,31,73,74,12,0,74,66,52,2020,1,45,71,73,0,0,1506,73,174,3,-1,58,49,148733,3,70,58,10,0,70,0,0,0,76,0,239875,10,1,0,71,56,2,3,0,0,0,67,79,63,0,0,0,1,11,3,0,0,0,158776,1,0,54,1,0,2,79,1,0,0,86,239875,70,0,14,0,2,6,0,74,0,3,0,0,0,30,0,2,0,0,-1,52,0,0
28195,16878,16878,0,4096,1,0,41,1,79,0,0,32,0,93,38,0,-1,46,36,0,0,0,43,8,41,31,37,66,13,0,64,57,58,2020,1,42,61,44,0,0,2025,61,184,3,-1,60,54,151493,14,56,33,0,0,71,0,0,0,60,0,239876,9,1,0,51,31,2,1,0,0,0,71,63,29,0,0,0,1,6,9,3,0,0,158781,1,0,18,1,0,3,50,0,0,0,67,239876,35,0,15,0,1,4,0,53,0,3,1,0,0,30,0,1,0,0,-1,34,0,0
7814,20535,20535,0,0,1,8,29,1,48,0,0,28,0,24,66,0,-1,54,36,0,0,0,28,13,62,31,29,72,12,0,47,51,40,2021,1,22,32,62,0,0,4002,57,189,3,-1,65,24,150599,5,36,61,0,2,83,0,0,0,52,0,239886,7,1,0,58,29,1,3,0,1,0,71,57,66,0,1,0,1,7,9,0,0,0,159181,1,2,22,1,0,2,70,0,0,0,61,239886,67,0,5,0,1,2,0,64,0,4,0,0,0,30,0,6,0,0,-1,27,0,0
28160,8922,8922,0,0,3,0,28,1,62,0,0,57,0,57,17,0,-1,39,62,0,0,0,53,12,20,31,24,70,10,0,42,51,43,2020,1,59,48,24,0,0,2004,58,187,3,-1,72,48,151801,25,50,53,0,0,75,0,0,0,56,0,239887,14,1,0,45,27,1,4,0,2,0,56,58,69,0,0,0,1,13,2,0,0,0,158990,1,0,29,1,0,3,69,0,0,0,67,239887,24,0,5,0,2,2,0,56,0,3,2,0,0,30,0,4,0,0,-1,43,0,2
22134,10327,22134,0,0,1,6,54,1,72,0,0,48,0,123,30,0,-1,43,58,0,0,0,58,13,23,31,59,77,9,0,58,50,46,2020,1,59,68,30,0,0,2011,79,167,3,-1,56,53,152694,16,65,59,16384,0,75,0,0,0,73,0,239889,12,1,0,56,45,2,4,0,2,0,28,79,37,0,1,0,1,7,3,0,0,0,158779,1,0,48,2,0,3,41,0,0,0,31,239889,31,0,7,0,2,2,0,60,0,3,0,0,0,30,0,9,0,0,-1,53,0,0
