homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
7,11,4,15,1,5,26,0,1,0,0,0,66,66,0,11011,4,0,395,8,110746,4,0,5,4,2,2,0,1,0,2,2,2,16
1,9,0,16,4,12,13,0,1,0,0,0,66,66,0,10010,4,0,396,8,110747,4,0,5,3,2,1,0,2,0,4,1,2,12
4,7,8,5,5,5,60,0,0,0,0,0,66,66,0,2202,8,3,397,8,110749,8,2,0,15,3,1,0,0,0,2,0,0,62
5,12,3,12,4,4,33,0,0,0,0,0,66,66,0,12010,3,0,398,8,111082,3,1,3,7,1,1,0,2,0,2,2,2,29
4,8,5,8,5,6,53,0,0,0,0,0,66,66,0,21201,3,2,399,8,111083,3,1,3,12,1,1,0,1,0,1,3,0,50
5,14,7,4,6,4,46,0,0,0,0,0,66,66,0,212,8,3,400,8,111086,8,2,8,16,1,1,0,0,0,1,1,0,66
6,16,8,13,4,10,20,0,0,0,0,0,66,66,0,111,5,1,401,8,111089,5,0,3,6,2,1,0,1,0,3,1,2,25
1,13,5,2,8,7,80,0,0,0,0,0,66,66,0,22220,10,2,402,8,111091,10,3,8,17,0,0,1,2,0,1,1,1,70
3,10,3,14,5,10,13,0,0,0,0,0,66,66,0,1100,5,1,403,8,111092,5,0,10,6,4,2,0,2,0,2,2,1,25
4,15,5,9,6,8,53,0,0,0,0,0,66,66,0,1221,3,2,404,8,112505,3,1,3,11,1,1,0,1,0,2,1,1,45
1,1,11,1,3,5,80,0,0,0,0,1,68,68,0,22202,0,3,405,5,325,0,1,0,12,1,0,1,0,0,1,0,0,80
4,2,4,11,1,2,40,0,0,0,0,0,68,68,0,20002,3,1,406,5,326,3,1,0,6,4,1,0,0,0,2,0,0,40
5,4,6,4,4,2,66,0,0,0,0,0,68,68,0,22012,10,2,407,5,327,10,1,0,10,2,1,0,0,1,0,1,0,66
1,5,7,7,2,5,46,0,0,0,0,0,68,68,0,2120,8,2,408,5,436,8,0,10,7,2,0,1,2,0,2,1,0,46
4,14,5,10,3,8,46,0,0,0,0,0,68,68,0,1220,3,1,409,5,741,3,1,3,7,1,0,1,2,0,2,0,1,46
1,13,1,15,3,4,26,0,1,0,0,0,68,68,0,1111,5,0,410,5,742,5,0,3,4,2,0,1,1,0,1,2,2,26
4,18,1,17,4,5,13,0,1,0,0,0,68,68,0,101,5,0,411,5,749,5,0,5,2,2,2,0,1,0,1,2,0,13
5,17,4,9,3,2,46,0,0,0,0,0,68,68,0,2102,3,1,412,5,101007,3,1,5,7,0,1,0,0,0,1,0,1,46
1,3,9,2,2,2,80,0,0,0,0,0,68,68,0,20222,10,3,413,5,101014,10,1,10,12,1,0,1,0,0,1,0,0,80
0,9,2,6,3,4,53,0,0,0,0,0,68,68,0,21120,8,1,414,5,101020,8,1,3,8,0,0,1,2,0,1,1,1,53
3,6,4,12,0,2,40,0,0,0,0,0,68,68,0,202,3,2,415,5,101026,3,0,8,6,2,1,0,0,0,2,0,0,40
4,15,4,5,4,3,53,0,0,0,0,0,68,68,0,21120,8,1,416,5,101033,8,1,3,8,0,1,0,2,1,0,1,1,53
4,16,3,16,2,3,20,0,1,0,0,0,68,68,0,1101,5,0,417,5,101037,5,0,5,3,2,1,0,1,0,1,1,2,20
5,7,3,14,2,4,33,0,0,0,0,0,68,68,0,20011,5,1,418,5,101041,5,0,3,5,2,1,0,1,0,1,1,1,33
2,8,4,3,7,6,80,0,0,0,0,0,68,68,0,22220,10,2,419,5,111339,10,2,3,12,0,0,1,2,0,1,0,0,80
2,11,2,18,2,6,13,0,1,0,0,0,68,68,0,1010,5,0,420,5,111340,5,0,3,2,3,0,1,2,0,3,0,2,13
2,12,2,13,0,7,40,0,0,0,0,0,68,68,0,22,3,2,421,5,113142,3,0,3,6,1,1,0,0,0,2,0,0,40
1,10,1,8,4,3,46,0,0,0,0,0,68,68,0,22100,3,1,422,5,113259,3,1,3,7,1,1,0,2,0,1,1,0,46
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,423,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,424,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,425,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,426,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,427,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,428,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,429,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,430,0,1884,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,431,0,100325,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,432,0,100765,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,433,0,100767,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,434,0,101047,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,435,0,101059,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,436,0,110468,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,437,0,110929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,438,0,110930,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,439,0,111596,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,440,0,112190,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,6,0,0,0,0,0,0,0,0,78,78,0,0,0,0,441,0,1318,0,0,0,1612,0,0,0,0,0,0,0,0,0
0,2,0,24,0,0,0,0,0,0,0,0,78,78,0,0,0,0,442,0,1322,0,0,0,1499,0,0,0,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,0,78,78,0,0,0,0,443,0,1325,0,0,0,1729,0,0,0,0,0,0,0,0,0
0,2,0,44,0,0,0,0,0,0,0,0,78,78,0,0,0,0,444,0,1327,0,0,0,1430,0,0,0,0,0,0,0,0,0
0,2,0,47,0,0,0,0,0,0,0,0,78,78,0,0,0,0,445,0,1330,0,0,0,1418,0,0,0,0,0,0,0,0,0
0,2,0,10,0,0,0,0,0,0,0,0,78,78,0,0,0,0,446,0,1331,0,0,0,1581,0,0,0,0,0,0,0,0,0
0,2,0,58,0,0,0,0,0,0,0,0,78,78,0,0,0,0,447,0,1334,0,0,0,1378,0,0,0,0,0,0,0,0,0
0,2,0,2,0,0,0,0,0,0,0,0,78,78,0,0,0,0,448,0,1335,0,0,0,1729,0,0,0,0,0,0,0,0,0
0,2,0,12,0,0,0,0,0,0,0,0,78,78,0,0,0,0,449,0,1337,0,0,0,1568,0,0,0,0,0,0,0,0,0
0,2,0,42,0,0,0,0,0,0,0,0,78,78,0,0,0,0,450,0,1338,0,0,0,1433,0,0,0,0,0,0,0,0,0
0,2,0,36,0,0,0,0,0,0,0,0,78,78,0,0,0,0,451,0,1341,0,0,0,1461,0,0,0,0,0,0,0,0,0
0,2,0,20,0,0,0,0,0,0,0,0,78,78,0,0,0,0,452,0,1343,0,0,0,1526,0,0,0,0,0,0,0,0,0
0,2,0,52,0,0,0,0,0,0,0,0,78,78,0,0,0,0,453,0,1352,0,0,0,1405,0,0,0,0,0,0,0,0,0
0,2,0,18,0,0,0,0,0,0,0,0,78,78,0,0,0,0,454,0,1353,0,0,0,1537,0,0,0,0,0,0,0,0,0
0,2,0,7,0,0,0,0,0,0,0,0,78,78,0,0,0,0,455,0,1354,0,0,0,1606,0,0,0,0,0,0,0,0,0
0,2,0,30,0,0,0,0,0,0,0,0,78,78,0,0,0,0,456,0,1355,0,0,0,1478,0,0,0,0,0,0,0,0,0
0,2,0,27,0,0,0,0,0,0,0,0,78,78,0,0,0,0,457,0,1356,0,0,0,1489,0,0,0,0,0,0,0,0,0
0,2,0,46,0,0,0,0,0,0,0,0,78,78,0,0,0,0,458,0,1357,0,0,0,1423,0,0,0,0,0,0,0,0,0
0,2,0,39,0,0,0,0,0,0,0,0,78,78,0,0,0,0,459,0,1359,0,0,0,1448,0,0,0,0,0,0,0,0,0
0,2,0,61,0,0,0,0,0,0,0,0,78,78,0,0,0,0,460,0,1361,0,0,0,1376,0,0,0,0,0,0,0,0,0
0,2,0,9,0,0,0,0,0,0,0,0,78,78,0,0,0,0,461,0,1362,0,0,0,1597,0,0,0,0,0,0,0,0,0
0,2,0,15,0,0,0,0,0,0,0,0,78,78,0,0,0,0,462,0,1363,0,0,0,1550,0,0,0,0,0,0,0,0,0
0,2,0,8,0,0,0,0,0,0,0,0,78,78,0,0,0,0,463,0,1364,0,0,0,1598,0,0,0,0,0,0,0,0,0
0,2,0,38,0,0,0,0,0,0,0,0,78,78,0,0,0,0,464,0,1365,0,0,0,1456,0,0,0,0,0,0,0,0,0
0,2,0,19,0,0,0,0,0,0,0,0,78,78,0,0,0,0,465,0,1367,0,0,0,1536,0,0,0,0,0,0,0,0,0
0,2,0,11,0,0,0,0,0,0,0,0,78,78,0,0,0,0,466,0,1369,0,0,0,1575,0,0,0,0,0,0,0,0,0
0,2,0,3,0,0,0,0,0,0,0,0,78,78,0,0,0,0,467,0,1370,0,0,0,1663,0,0,0,0,0,0,0,0,0
0,2,0,31,0,0,0,0,0,0,0,0,78,78,0,0,0,0,468,0,1375,0,0,0,1477,0,0,0,0,0,0,0,0,0
0,2,0,5,0,0,0,0,0,0,0,0,78,78,0,0,0,0,469,0,1377,0,0,0,1632,0,0,0,0,0,0,0,0,0
0,2,0,15,0,0,0,0,0,0,0,0,78,78,0,0,0,0,470,0,1386,0,0,0,1550,0,0,0,0,0,0,0,0,0
0,2,0,22,0,0,0,0,0,0,0,0,78,78,0,0,0,0,471,0,1387,0,0,0,1510,0,0,0,0,0,0,0,0,0
0,2,0,50,0,0,0,0,0,0,0,0,78,78,0,0,0,0,472,0,1395,0,0,0,1408,0,0,0,0,0,0,0,0,0
0,2,0,43,0,0,0,0,0,0,0,0,78,78,0,0,0,0,473,0,1415,0,0,0,1431,0,0,0,0,0,0,0,0,0
0,2,0,49,0,0,0,0,0,0,0,0,78,78,0,0,0,0,474,0,1886,0,0,0,1409,0,0,0,0,0,0,0,0,0
0,2,0,17,0,0,0,0,0,0,0,0,78,78,0,0,0,0,475,0,105035,0,0,0,1540,0,0,0,0,0,0,0,0,0
0,2,0,28,0,0,0,0,0,0,0,0,78,78,0,0,0,0,476,0,110081,0,0,0,1487,0,0,0,0,0,0,0,0,0
0,2,0,73,0,0,0,0,0,0,0,0,78,78,0,0,0,0,477,0,111099,0,0,0,1325,0,0,0,0,0,0,0,0,0
0,2,0,21,0,0,0,0,0,0,0,0,78,78,0,0,0,0,478,0,111108,0,0,0,1525,0,0,0,0,0,0,0,0,0
0,2,0,14,0,0,0,0,0,0,0,0,78,78,0,0,0,0,479,0,111109,0,0,0,1567,0,0,0,0,0,0,0,0,0
0,2,0,66,0,0,0,0,0,0,0,0,78,78,0,0,0,0,480,0,111112,0,0,0,1351,0,0,0,0,0,0,0,0,0
0,2,0,64,0,0,0,0,0,0,0,0,78,78,0,0,0,0,481,0,111130,0,0,0,1364,0,0,0,0,0,0,0,0,0
0,2,0,58,0,0,0,0,0,0,0,0,78,78,0,0,0,0,482,0,111451,0,0,0,1378,0,0,0,0,0,0,0,0,0
0,2,0,79,0,0,0,0,0,0,0,0,78,78,0,0,0,0,483,0,111455,0,0,0,1307,0,0,0,0,0,0,0,0,0
0,2,0,12,0,0,0,0,0,0,0,0,78,78,0,0,0,0,484,0,111459,0,0,0,1568,0,0,0,0,0,0,0,0,0
0,2,0,58,0,0,0,0,0,0,0,0,78,78,0,0,0,0,485,0,111465,0,0,0,1378,0,0,0,0,0,0,0,0,0
0,2,0,97,0,0,0,0,0,0,0,0,78,78,0,0,0,0,486,0,111466,0,0,0,1244,0,0,0,0,0,0,0,0,0
0,2,0,119,0,0,0,0,0,0,0,0,78,78,0,0,0,0,487,0,111473,0,0,0,1157,0,0,0,0,0,0,0,0,0
0,2,0,32,0,0,0,0,0,0,0,0,78,78,0,0,0,0,488,0,111487,0,0,0,1476,0,0,0,0,0,0,0,0,0
2,1,10,1,8,3,100,0,0,1,1,1,80,80,0,22222,0,4,489,7,191,0,3,0,21,1,0,1,0,1,0,0,0,100
4,2,5,5,7,7,40,0,0,0,0,0,80,80,0,1112,8,1,490,7,209,8,2,10,12,2,0,1,0,0,1,1,2,57
1,4,4,2,6,4,100,0,0,0,0,0,80,80,0,22222,10,2,491,7,252,10,3,10,16,1,0,1,0,0,1,0,1,76
3,3,3,7,5,3,33,0,0,0,0,0,80,80,0,10210,3,1,492,7,254,3,1,10,9,3,1,0,2,0,1,1,2,42
2,7,8,4,1,3,66,0,0,0,0,0,80,80,0,2122,10,3,493,7,256,10,1,3,13,0,0,1,0,0,2,1,0,61
11,6,1,11,6,8,6,0,0,0,0,0,80,80,0,100,5,0,494,7,1785,5,1,3,4,2,3,0,2,0,2,1,0,19
5,12,6,8,3,7,40,0,0,0,0,0,80,80,0,20002,3,2,495,7,2017,3,0,5,6,0,2,0,0,0,3,0,0,28
6,11,4,9,5,8,40,0,0,0,0,0,80,80,0,20020,3,1,496,7,2045,3,1,5,6,0,2,0,2,0,3,0,0,28
10,8,6,12,3,4,6,0,1,0,0,0,80,80,0,1000,4,0,497,7,15009,4,0,3,2,3,4,0,2,0,1,2,0,9
7,5,2,10,2,7,6,0,0,0,0,0,80,80,0,100,5,0,498,7,111821,5,1,8,4,3,3,0,2,0,2,0,1,19
2,9,5,6,9,6,53,0,0,0,0,0,80,80,0,12102,3,2,499,7,111822,3,1,3,11,1,0,1,0,0,2,1,1,52
6,10,7,3,4,1,66,0,0,0,0,0,80,80,0,22120,10,2,500,7,112075,10,2,5,14,0,1,0,2,1,0,1,1,66
19,5,17,8,14,16,6,0,0,0,0,0,83,83,9,10,3,5,501,28,982,3,3,0,33,4,6,0,2,0,5,6,3,33
15,3,20,4,22,23,33,0,0,0,0,0,83,83,0,2011,8,6,502,28,983,8,5,0,41,3,4,0,1,0,5,5,3,33
12,4,23,3,21,19,80,0,0,0,0,0,83,83,0,22202,9,9,503,28,1473,9,4,9,48,1,3,0,0,0,3,7,2,76
19,7,18,5,16,17,26,0,0,0,0,0,83,83,0,2010,8,5,504,28,1474,8,5,3,37,0,5,0,2,0,6,3,4,46
32,10,23,11,13,23,66,0,0,0,0,0,83,83,9,20221,5,4,505,28,1475,5,2,3,26,3,8,0,1,0,6,5,3,33
11,1,25,1,34,11,86,0,0,0,0,1,83,83,0,22122,0,10,506,28,1477,0,11,0,66,1,2,0,0,0,2,2,1,73
15,2,12,7,18,20,26,0,0,0,0,0,83,83,9,11110,3,2,507,28,1478,3,6,9,34,3,5,0,2,0,5,3,7,20
19,11,17,9,14,17,33,0,0,0,0,0,83,83,9,10102,5,3,508,28,2055,5,5,5,32,1,6,0,0,0,6,3,5,33
25,8,16,10,15,20,60,0,0,0,0,0,83,83,9,222,5,4,509,28,2056,5,5,3,32,2,8,0,0,0,6,3,2,60
23,9,23,12,16,33,53,0,0,0,0,0,83,83,9,2121,5,4,510,28,110765,5,1,3,25,3,5,0,1,0,8,4,6,50
16,12,21,2,25,16,46,0,0,0,0,0,83,83,0,22001,9,6,511,28,111588,9,8,5,50,0,3,0,1,0,3,3,5,60
22,6,25,6,20,25,26,0,0,0,0,0,83,83,9,20010,3,4,512,28,112115,3,5,3,34,1,5,0,2,0,7,2,5,33
0,2,0,2,0,0,0,0,0,0,0,0,111,111,0,0,0,0,513,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,2,0,0,0,0,0,0,0,0,111,111,0,0,0,0,514,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,2,9,5,10,26,0,0,0,0,0,189,189,0,120,5,1,515,6,322,5,0,5,4,1,1,0,2,0,3,1,0,22
9,10,4,10,4,8,6,0,0,0,0,0,189,189,0,10000,4,0,516,6,435,4,1,0,4,4,2,0,2,0,2,0,1,22
2,4,3,7,2,5,33,0,0,0,0,0,189,189,0,20110,3,1,517,6,894,3,1,8,8,2,0,1,2,0,2,0,2,44
7,2,9,3,2,2,60,0,0,0,0,0,189,189,0,12211,10,2,518,6,896,10,0,3,9,0,1,0,1,1,0,2,1,50
8,3,8,4,2,2,60,0,0,0,0,0,189,189,0,2022,10,2,519,6,897,10,1,5,9,0,2,0,0,0,1,0,0,50
7,5,5,2,5,3,46,0,0,0,0,0,189,189,0,2102,10,1,520,6,898,10,2,10,10,1,2,0,0,1,0,1,0,55
2,1,11,1,8,2,100,0,0,1,1,1,189,189,0,22222,0,3,521,6,900,0,3,10,18,0,0,1,0,1,0,0,0,100
2,7,3,5,9,7,53,0,0,0,0,0,189,189,0,20211,8,1,522,6,1715,8,1,5,8,0,0,1,1,0,2,1,1,44
4,8,3,6,5,6,33,0,0,0,0,0,189,189,0,112,3,1,523,6,10032,3,1,10,8,3,1,0,0,0,1,1,1,44
5,6,4,8,7,7,40,0,0,0,0,0,189,189,0,22000,5,1,524,6,110770,5,1,3,6,2,2,0,2,0,2,0,0,33
3,2,4,1,6,0,83,0,0,0,1,0,308,308,0,2212,0,1,525,4,234,0,2,0,10,1,0,1,0,1,0,0,1,83
3,1,10,4,3,2,75,0,0,0,0,1,308,308,0,2202,10,2,526,4,236,10,1,0,9,2,1,0,0,1,0,0,0,75
1,3,3,3,4,2,83,0,0,1,1,0,308,308,0,2212,10,2,527,4,237,10,1,0,10,2,0,1,0,1,0,1,0,83
1,6,2,14,1,7,25,0,0,0,0,0,308,308,0,200,3,1,528,4,518,3,0,8,3,2,1,0,2,0,2,0,0,25
2,14,3,11,1,2,33,0,0,0,0,0,308,308,0,2001,3,1,529,4,665,3,0,3,4,1,1,0,1,0,1,1,0,33
3,13,2,17,1,5,8,0,1,0,0,0,308,308,0,100,4,0,530,4,666,4,0,5,1,2,1,0,2,0,2,0,1,8
2,5,5,7,1,3,58,0,0,0,0,0,308,308,0,212,8,2,531,4,744,8,0,8,7,1,0,1,0,0,1,1,0,58
5,18,7,9,2,3,41,0,0,0,0,0,308,308,0,112,3,1,532,4,1438,3,0,5,5,0,0,1,0,0,1,1,1,41
1,9,1,8,5,5,50,0,0,0,0,0,308,308,0,22,8,1,533,4,1887,8,1,10,6,2,1,0,0,0,1,0,0,50
3,12,2,10,2,1,41,0,0,0,0,0,308,308,0,2011,3,0,534,4,1889,3,1,5,5,0,1,0,1,1,0,1,1,41
6,17,1,15,4,5,25,0,0,0,0,0,308,308,0,20,5,0,535,4,1891,5,1,5,3,1,2,0,2,0,1,0,0,25
1,7,3,5,2,3,75,0,0,0,0,0,308,308,0,2022,8,2,536,4,1893,8,1,8,9,1,0,1,0,0,1,0,0,75
3,4,7,2,4,3,83,0,0,1,1,0,308,308,0,2122,10,2,537,4,1896,10,1,10,10,1,0,1,0,1,0,1,0,83
2,8,0,12,5,5,33,0,0,0,0,0,308,308,0,2010,3,0,538,4,1898,3,1,3,4,1,1,0,2,0,1,1,0,33
4,15,2,13,2,4,33,0,0,0,0,0,308,308,0,210,3,0,539,4,1900,3,1,3,4,1,1,0,2,0,1,0,1,33
1,16,3,6,1,1,58,0,0,0,0,0,308,308,0,2210,8,1,540,4,10019,8,1,5,7,0,0,1,2,0,1,0,1,58
4,10,2,18,1,4,8,0,1,0,0,0,308,308,0,10,4,0,541,4,10031,4,0,3,1,3,1,0,2,0,2,0,1,8
2,11,1,16,2,3,16,0,1,0,0,0,308,308,0,110,5,0,542,4,112516,5,0,3,2,2,1,0,2,0,1,1,1,16
15,3,17,5,15,16,60,0,0,0,0,0,335,335,0,2202,8,5,543,22,15029,8,7,0,38,3,5,0,0,0,3,1,1,46
14,5,16,11,10,15,53,0,0,0,0,0,335,335,0,20211,3,3,544,22,101097,3,2,8,23,2,3,0,1,0,6,3,5,53
9,11,19,1,12,8,60,0,0,0,0,0,335,335,0,21211,0,8,545,22,110975,0,4,3,45,0,0,1,1,0,1,6,3,46
18,2,20,7,14,15,40,0,0,0,0,0,335,335,0,10211,3,4,546,22,110977,3,3,8,30,2,3,0,1,0,3,5,4,36
9,1,18,6,14,18,40,0,0,0,0,1,335,335,0,2020,3,8,547,22,110980,3,3,0,36,4,1,0,2,0,7,1,2,43
6,12,14,8,11,16,53,0,0,0,0,0,335,335,0,2112,3,5,548,22,111327,3,1,3,27,1,1,0,0,0,6,3,6,36
16,15,15,12,14,19,13,0,0,0,0,0,335,335,0,11000,3,3,549,22,111328,3,2,5,22,0,4,0,2,0,6,3,4,33
15,14,16,9,12,19,6,0,0,0,0,0,335,335,0,10,3,4,550,22,112116,3,4,3,27,1,5,0,2,0,6,1,2,33
15,16,13,10,13,11,53,0,0,0,0,0,335,335,0,11202,3,3,551,22,112531,3,2,5,24,0,5,0,0,0,3,6,3,40
11,7,20,4,15,12,66,0,0,0,0,0,335,335,0,22012,8,8,552,22,112533,8,3,3,40,0,2,0,0,0,2,6,1,60
8,10,14,2,18,16,46,0,0,0,0,0,335,335,0,20102,9,7,553,22,112534,9,6,3,43,0,1,0,0,0,4,1,3,56
12,13,19,3,18,10,53,0,0,0,0,0,335,335,0,11220,9,5,554,22,112535,9,8,5,42,0,3,0,2,0,3,0,3,66
16,4,14,15,9,18,53,0,0,0,0,0,335,335,9,2112,5,3,555,22,112584,5,1,8,18,3,5,0,0,0,7,2,4,36
13,8,16,14,8,17,26,0,0,0,0,0,335,335,0,1020,5,4,556,22,112655,5,0,3,21,2,2,0,2,0,7,5,4,36
11,9,7,16,8,22,46,0,0,0,0,0,335,335,9,20021,5,3,557,22,112668,5,1,3,18,2,5,0,1,0,7,3,3,26
14,6,11,13,11,17,40,0,0,0,0,0,335,335,0,21110,5,3,558,22,112709,5,1,3,22,2,3,0,2,0,5,6,4,50
6,17,6,9,5,5,66,0,0,0,0,0,336,336,16,1222,11,3,559,10,101099,11,1,5,15,0,2,0,0,0,1,2,1,50
9,1,10,4,7,1,66,0,0,0,0,0,336,336,16,21022,14,2,560,10,101100,14,3,16,18,3,2,0,0,1,0,1,2,60
1,5,10,6,3,5,46,0,0,0,0,0,336,336,16,20210,13,4,561,10,101101,13,1,13,17,1,0,1,2,0,3,2,0,56
2,6,8,8,3,7,46,0,0,0,0,0,336,336,16,2021,13,4,562,10,101102,13,0,13,16,1,0,1,1,0,2,4,0,53
3,2,6,12,5,9,20,0,0,0,0,0,336,336,16,1110,11,2,563,10,101103,11,1,14,13,3,0,1,2,0,3,2,2,43
4,12,10,7,2,1,73,0,0,0,0,0,336,336,16,11222,13,3,564,10,101104,13,1,11,17,0,1,0,0,1,0,4,1,56
5,9,4,10,9,5,53,0,0,0,0,0,336,336,16,21012,11,0,565,10,101105,11,3,11,14,1,1,0,0,0,1,1,4,46
4,8,12,1,5,4,66,0,0,0,0,0,336,336,16,21202,16,5,566,10,101106,16,2,13,23,0,0,1,0,0,1,2,0,76
2,3,9,2,10,8,80,0,0,0,0,1,336,336,16,22202,15,4,567,10,111722,15,3,15,22,1,0,1,0,0,2,0,1,73
5,18,3,19,2,9,13,0,0,0,0,0,336,336,16,1100,5,1,568,10,111723,5,0,5,6,1,2,0,2,0,4,1,2,20
4,19,5,14,5,11,40,0,0,0,0,0,336,336,16,220,11,2,569,10,112019,11,1,5,11,0,1,0,2,0,4,1,1,36
3,11,5,3,6,3,46,0,0,0,0,0,336,336,16,22100,14,3,570,10,112523,14,4,11,22,0,1,0,2,0,1,0,1,73
7,10,4,18,5,11,26,0,0,0,0,0,336,336,16,10020,5,1,571,10,112526,5,0,11,6,2,3,0,2,0,3,2,1,20
3,7,6,15,4,7,46,0,0,0,0,0,336,336,16,20102,5,2,572,10,112527,5,0,13,10,3,1,0,0,0,3,1,3,33
8,4,5,20,0,8,0,0,1,0,0,0,336,336,16,0,5,0,573,10,112528,5,0,14,2,4,3,0,2,0,5,0,2,6
1,13,5,5,6,6,66,0,0,0,0,0,336,336,16,21022,13,3,574,10,112578,13,2,11,18,0,0,1,0,0,2,2,1,60
12,15,13,13,3,8,26,0,0,0,0,0,336,336,16,1200,11,3,575,10,112579,11,1,5,13,0,2,0,2,0,3,0,1,43
4,14,5,16,3,10,26,0,0,0,0,0,336,336,16,1020,5,2,576,10,112903,5,0,5,9,1,2,0,2,0,3,1,2,30
5,20,2,17,5,8,40,0,0,0,0,0,336,336,16,12011,5,0,577,10,112970,5,1,5,6,1,3,0,1,0,3,1,2,20
8,16,4,11,8,6,66,0,0,0,0,0,336,336,16,12202,11,1,578,10,112992,11,3,5,14,0,3,0,0,0,1,1,1,46
7,8,7,12,6,8,33,0,0,0,0,0,341,341,16,21100,11,2,579,9,1028,11,1,11,12,1,1,0,2,0,2,2,1,44
7,3,7,6,6,6,46,0,0,0,0,0,341,341,16,22100,13,2,580,9,1032,13,3,16,16,4,1,0,2,0,2,0,1,59
1,12,12,1,3,4,66,0,0,0,0,0,341,341,16,22120,16,5,581,9,1878,16,1,15,20,0,0,1,2,0,1,2,0,74
3,2,10,3,7,6,53,0,0,0,0,0,341,341,16,10122,14,3,582,9,1879,14,2,16,17,3,0,1,0,0,2,1,1,62
6,17,3,9,10,6,80,0,0,0,0,0,341,341,16,22202,11,1,583,9,1880,11,3,16,13,4,3,0,0,0,1,1,0,48
6,7,9,2,9,4,46,0,0,0,0,0,341,341,16,122,15,2,584,9,1881,15,3,11,17,0,1,0,0,0,1,1,1,62
5,1,10,5,6,6,60,0,0,0,0,0,341,341,16,20022,13,3,585,9,1882,13,2,15,16,3,1,0,0,0,2,0,1,59
3,5,11,7,3,6,53,0,0,0,0,0,341,341,16,2121,13,4,586,9,1970,13,0,16,14,4,1,0,1,0,2,2,0,51
6,15,0,18,1,8,0,0,1,0,0,0,341,341,16,0,5,0,587,9,101114,5,0,13,2,3,4,0,2,0,3,1,1,7
4,11,8,14,4,9,33,0,0,0,0,0,341,341,16,10102,11,3,588,9,101121,11,0,11,11,1,0,1,0,0,4,0,2,40
3,4,11,4,6,8,53,0,0,0,0,1,341,341,16,21102,14,4,589,9,110144,14,1,14,17,1,0,1,0,0,2,1,1,62
9,16,5,16,3,11,20,0,0,0,0,0,341,341,16,200,5,1,590,9,110145,5,1,5,7,1,3,0,2,0,3,0,1,25
5,9,7,11,4,3,73,0,0,0,0,0,341,341,16,21221,11,2,591,9,110147,11,1,11,12,1,2,0,1,0,1,2,1,44
2,14,4,8,6,7,66,0,0,0,0,0,341,341,16,12220,13,2,592,9,110150,13,2,5,14,0,1,0,2,0,2,1,1,51
